Dataset,Topic,Entity,Frequency
FarRight_2-2016,Immigration,Nadler,2
FarRight_2-2016,Immigration,Pelosi,2
FarRight_2-2016,Immigration,CNN,2
FarRight_2-2016,Immigration,Turkey,1
FarRight_2-2016,Immigration,Australian,1
FarRight_2-2016,Immigration,Times,1
FarRight_2-2016,Immigration,columnist,1
FarRight_2-2016,Immigration,Australia,4
FarRight_2-2016,Immigration,Nauru,1
FarRight_2-2016,Immigration,American,5
FarRight_2-2016,Immigration,Jesus Martinez,1
FarRight_2-2016,Immigration,governor,2
FarRight_2-2016,Immigration,Pompeo,1
FarRight_2-2016,Immigration,DC Circuit,2
FarRight_2-2016,Immigration,president,13
FarRight_2-2016,Immigration,National Immigration Forum,1
FarRight_2-2016,Immigration,Central,3
FarRight_2-2016,Immigration,EU,14
FarRight_2-2016,Immigration,Polish,1
FarRight_2-2016,Immigration,French,1
FarRight_2-2016,Immigration,Congress,5
FarRight_2-2016,Immigration,US,26
FarRight_2-2016,Immigration,Attorney,1
FarRight_2-2016,Immigration,FBI,1
FarRight_2-2016,Immigration,Clinton Foundation,1
FarRight_2-2016,Immigration,He,1
FarRight_2-2016,Immigration,quarterback,5
FarRight_2-2016,Immigration,Israel,1
FarRight_2-2016,Immigration,Israelis,1
FarRight_2-2016,Immigration,Passover,1
FarRight_2-2016,Immigration,Tymoshenko,1
FarRight_2-2016,Immigration,her,5
FarRight_2-2016,Immigration,Indian-first,1
FarRight_2-2016,Immigration,European Union,1
FarRight_2-2016,Immigration,Immigration Minister,1
FarRight_2-2016,Immigration,David Coleman,1
FarRight_2-2016,Immigration,Beltway Democrat,1
FarRight_2-2016,Immigration,Angelica Salas,1
FarRight_2-2016,Immigration,Coalition for Humane Immigrant Rights of Los Angeles,1
FarRight_2-2016,Immigration,Mexico,6
FarRight_2-2016,Immigration,Papua New Guinea,1
FarRight_2-2016,Immigration,Sweden,2
FarRight_2-2016,Immigration,Italian,3
FarRight_2-2016,Immigration,attorney general,2
FarRight_2-2016,Immigration,Indian,9
FarRight_2-2016,Immigration,Maine,2
FarRight_2-2016,Immigration,Chinese,7
FarRight_2-2016,Immigration,Mary Simpson,1
FarRight_2-2016,Immigration,grocer,1
FarRight_2-2016,Immigration,George Washington,1
FarRight_2-2016,Immigration,she,1
FarRight_2-2016,Immigration,Sampdoria,1
FarRight_2-2016,Immigration,Fabio Quagliarella,1
FarRight_2-2016,Immigration,All-Star Game,1
FarRight_2-2016,Immigration,United Kingdom,1
FarRight_2-2016,Immigration,UK,4
FarRight_2-2016,Immigration,Partido Obrero,1
FarRight_2-2016,Immigration,Estados Unidos,1
FarRight_2-2016,Immigration,Duke,1
FarRight_2-2016,Immigration,Parliament,1
FarRight_2-2016,Immigration,Britons,1
FarRight_2-2016,Immigration,South,1
FarRight_2-2016,Immigration,Asian,6
FarRight_2-2016,Immigration,non-Muslim,2
FarRight_2-2016,Immigration,Rajapakse,1
FarRight_2-2016,Immigration,Rex Tillerson,1
FarRight_2-2016,Immigration,Joe Manchin,1
FarRight_2-2016,Immigration,West Virginia,1
FarRight_2-2016,Immigration,Heidi Heitcamp,1
FarRight_2-2016,Immigration,North Dakota,1
FarRight_2-2016,Immigration,North,2
FarRight_2-2016,Immigration,Soviet,2
FarRight_2-2016,Immigration,Brazil,1
FarRight_2-2016,Immigration,executive,20
FarRight_2-2016,Immigration,Syrian,19
FarRight_2-2016,Immigration,Muslims,2
FarRight_2-2016,Immigration,Immigration Reform Law Institute,1
FarRight_2-2016,Immigration,Kuwait,1
FarRight_2-2016,Immigration,Shaw,1
FarRight_2-2016,Immigration,Russia,2
FarRight_2-2016,Immigration,FCO,2
FarRight_2-2016,Immigration,buffer,2
FarRight_2-2016,Immigration,Mazie Hirono,4
FarRight_2-2016,Immigration,Germany,5
FarRight_2-2016,Immigration,Catholic Charities,1
FarRight_2-2016,Immigration,president-elect,2
FarRight_2-2016,Immigration,him,3
FarRight_2-2016,Immigration,John Binder,2
FarRight_2-2016,Immigration,Facebook,3
FarRight_2-2016,Immigration,manager,1
FarRight_2-2016,Immigration,Antonio García Martínez,1
FarRight_2-2016,Immigration,acrobat,1
FarRight_2-2016,Immigration,broadcaster,1
FarRight_2-2016,Immigration,Teddy Kennedy,1
FarRight_2-2016,Immigration,Hanno,1
FarRight_2-2016,Immigration,non-EU,1
FarRight_2-2016,Immigration,DNC,1
FarRight_2-2016,Immigration,Iraq,3
FarRight_2-2016,Immigration,America,2
FarRight_2-2016,Immigration,Gorsuch,3
FarRight_2-2016,Immigration,Scalia,1
FarRight_2-2016,Immigration,Nestle,1
FarRight_2-2016,Immigration,deputy prime minister,1
FarRight_2-2016,Immigration,France,1
FarRight_2-2016,Immigration,His,1
FarRight_2-2016,Immigration,Arizona,2
FarRight_2-2016,Immigration,Dobbs,1
FarRight_2-2016,Immigration,lawyer,2
FarRight_2-2016,Immigration,Michael Cohen,1
FarRight_2-2016,Immigration,Muhammadu Buhari,1
FarRight_2-2016,Immigration,Jimmy Kimmel,1
FarRight_2-2016,Immigration,Singh,1
FarRight_2-2016,Immigration,Gantz,2
FarRight_2-2016,Immigration,Amnesty,1
FarRight_2-2016,Immigration,Nellthorp,1
FarRight_2-2016,Immigration,Trevor Noah,1
FarRight_2-2016,Immigration,Likud,1
FarRight_2-2016,Immigration,Comedian,1
FarRight_2-2016,Immigration,Neal Brennan,1
FarRight_2-2016,Immigration,Guillermo del Toro,1
FarRight_2-2016,Immigration,Twitter,2
FarRight_2-2016,Immigration,Eisenhower,1
FarRight_2-2016,Immigration,English,1
FarRight_2-2016,Immigration,Steven Camarota,1
FarRight_2-2016,Immigration,Myanmar,1
FarRight_2-2016,Immigration,Na,1
FarRight_2-2016,Immigration,Netanyahu,1
FarRight_2-2016,Immigration,Freedom Caucus,1
FarRight_2-2016,Immigration,GOP,1
FarRight_2-2016,Immigration,interpreter,1
FarRight_2-2016,Immigration,Paul Duggan,1
FarRight_2-2016,Immigration,Peter Jamison,1
FarRight_2-2016,Immigration,Drug Enforcement Administration,1
FarRight_2-2016,Immigration,Chicago Tribune,1
FarRight_2-2016,Immigration,Tribune,1
FarRight_2-2016,Immigration,Gladys Knight,1
FarRight_2-2016,Immigration,Gorney,1
FarRight_2-2016,Immigration,Kasim Khuram,1
FarRight_2-2016,Immigration,Robert Mueller,1
FarRight_2-2016,Immigration,She,5
FarRight_2-2016,Immigration,Salvador Sanchez Ceren,1
FarRight_2-2016,Immigration,FMLN,1
FarRight_2-2016,Immigration,Sonequa Martin-Green,1
FarRight_2-2016,Immigration,Anthony Rapp,1
FarRight_2-2016,Immigration,Doug Jones,1
FarRight_2-2016,Immigration,Mary Wiseman,1
FarRight_2-2016,Immigration,David Bowie,1
FarRight_2-2016,Immigration,Israa,1
FarRight_2-2016,Immigration,Commonwealth,1
FarRight_2-2016,Immigration,Lisa Spiegel,1
FarRight_2-2016,Immigration,Immigration Practice Group,1
FarRight_2-2016,Immigration,Leclerc,1
FarRight_2-2016,Immigration,Capo Rizzuto,1
FarRight_2-2016,Immigration,Customs Enforcement,5
FarRight_2-2016,Immigration,Rohingyas,2
FarRight_2-2016,Immigration,Schmarsel,1
FarRight_2-2016,Immigration,Ferrera,1
FarRight_2-2016,Immigration,doctor,1
FarRight_2-2016,Immigration,Gregg Crandall,1
FarRight_2-2016,Immigration,Betty,1
FarRight_2-2016,Immigration,Ignacio,1
FarRight_2-2016,Immigration,writer,2
FarRight_2-2016,Immigration,Urman,1
FarRight_2-2016,Immigration,Elaine Low,1
FarRight_2-2016,Immigration,Attorney-General,1
FarRight_2-2016,Immigration,Christian Porter,1
FarRight_2-2016,Immigration,AP,1
FarRight_2-2016,Immigration,Derrick Rose,1
FarRight_2-2016,Immigration,China,1
FarRight_2-2016,Immigration,attorney,3
FarRight_2-2016,Immigration,Araibi,1
FarRight_2-2016,Immigration,Qatari,1
FarRight_2-2016,Immigration,Google,1
FarRight_2-2016,Immigration,Gonzaga,4
FarRight_2-2016,Immigration,Carlson,1
FarRight_2-2016,Immigration,NBC,3
FarRight_2-2016,Immigration,Shaik,1
FarRight_2-2016,Immigration,NBC News,1
FarRight_2-2016,Immigration,Tucker Carlson,1
FarRight_2-2016,Immigration,Bernie Sanders,1
FarRight_2-2016,Immigration,McIntyre,1
FarRight_2-2016,Immigration,Biden,1
FarRight_2-2016,Immigration,Loyola Marymount,3
FarRight_2-2016,Immigration,Los Angeles Lakers,1
FarRight_2-2016,Immigration,JaVale McGee,1
FarRight_2-2016,Immigration,Tartt,1
FarRight_2-2016,Immigration,Whitaker,1
FarRight_2-2016,Immigration,Uzbekistan,2
FarRight_2-2016,Immigration,ALEK SKARLATOS,1
FarRight_2-2016,Immigration,Zags,1
FarRight_2-2016,Immigration,Arctic,1
FarRight_2-2016,Immigration,Rep.,1
FarRight_2-2016,Immigration,Alexandria Ocasio-Cortez,1
FarRight_2-2016,Immigration,starter,1
FarRight_2-2016,Immigration,U.S.,6
FarRight_2-2016,Immigration,Uganda,3
FarRight_2-2016,Immigration,count,1
FarRight_2-2016,Immigration,Christopher Buskirk,1
FarRight_2-2016,Immigration,editor,1
FarRight_2-2016,Immigration,EU-Turkey,4
FarRight_2-2016,Immigration,Christian,3
FarRight_2-2016,Immigration,Prime Minister,1
FarRight_2-2016,Immigration,Narendra Modi,1
FarRight_2-2016,Immigration,David,2
FarRight_2-2016,Immigration,Supreme Court,2
FarRight_2-2016,Immigration,Refugee Council,4
FarRight_2-2016,Immigration,Alba,2
FarRight_2-2016,Immigration,McDonald,2
FarRight_2-2016,Immigration,Jewish,2
FarRight_2-2016,Immigration,Jordan,2
FarRight_2-2016,Immigration,UNHCR,2
FarRight_2-2016,Immigration,Immigration NZ,4
FarRight_2-2016,Immigration,Norwegian,4
FarRight_2-2016,Immigration,As League of Nations,1
FarRight_2-2016,Immigration,Ethiopian,1
FarRight_2-2016,Immigration,Immigrant Absorption Ministry,1
FarRight_2-2016,Immigration,George Habash,1
FarRight_2-2016,Immigration,Migration Policy Ministry,2
FarRight_2-2016,Immigration,Greece,2
FarRight_2-2016,Immigration,Attorney General,2
FarRight_2-2016,Immigration,Jeff Sessions,2
FarRight_2-2016,Immigration,Emad,2
FarRight_2-2016,Immigration,Bengali,2
FarRight_2-2016,Immigration,Chamber of Commerce,1
FarRight_2-2016,Immigration,Rolph,1
FarRight_2-2016,Immigration,Jesus Wills,1
FarRight_2-2016,Immigration,Robert A. Goins Shropshire,1
FarRight_2-2016,Immigration,minister,1
FarRight_2-2016,Immigration,Ryan,2
FarRight_2-2016,Immigration,Nicky Butt,2
FarRight_2-2016,Immigration,News Group Newspapers Limited,2
FarRight_2-2016,Immigration,England,2
FarRight_2-2016,Immigration,Westy Egmont,1
FarRight_2-2016,Immigration,director,1
FarRight_2-2016,Immigration,Immigrant Integration Lab,2
FarRight_2-2016,Immigration,Boston College,1
FarRight_2-2016,Immigration,World Bank,1
FarRight_2-2016,Immigration,UAE,1
FarRight_2-2016,Immigration,Chuck Schumer,1
FarRight_2-2016,Immigration,Francois Guennoc,1
FarRight_2-2016,Immigration,vice-president,1
FarRight_2-2016,Immigration,Auberge des Migrants,1
FarRight_2-2016,Immigration,National Space Technology,1
FarRight_2-2016,Immigration,Anderson,2
FarRight_2-2016,Immigration,Evangelical Immigration Table,1
FarRight_2-2016,Immigration,TCU,1
FarRight_2-2016,Immigration,Baylor,2
FarRight_2-2016,Immigration,student,4
FarRight_2-2016,Immigration,Fani-Kayode,1
FarRight_2-2016,Immigration,Nigerians,1
FarRight_2-2016,Immigration,Protestant,1
FarRight_2-2016,Immigration,Chico State,1
FarRight_2-2016,Immigration,Camp,1
FarRight_2-2016,Immigration,Omar,1
FarRight_2-2016,Immigration,LeBron,1
FarRight_2-2016,Immigration,activist,1
FarRight_2-2016,Immigration,Sputnik,1
FarRight_2-2016,Immigration,IDF,1
FarRight_2-2016,Immigration,Hamas,1
FarRight_2-2016,Immigration,Bureij,2
FarRight_2-2016,Immigration,University of Illinois Professor of International Law,1
FarRight_2-2016,Immigration,Francis Boyle,1
FarRight_2-2016,Immigration,British,3
FarRight_2-2016,Immigration,Ambassador,2
FarRight_2-2016,Immigration,Syria,2
FarRight_2-2016,Immigration,Peter Ford,1
FarRight_2-2016,Immigration,Brad Rocca,1
FarRight_2-2016,Immigration,Met Office,1
FarRight_2-2016,Immigration,Citizenship,1
FarRight_2-2016,Immigration,Investment Unit,1
FarRight_2-2016,Immigration,Vietnam,1
FarRight_2-2016,Immigration,Deacon,1
FarRight_2-2016,Immigration,Stephen Bentley,1
FarRight_2-2016,Immigration,Bank Ltd,1
FarRight_2-2016,Immigration,Mudashiru Obasa-led,1
FarRight_2-2016,Immigration,Politics of the West —,1
FarRight_2-2016,Immigration,Legge,2
FarRight_2-2016,Immigration,House of Representatives,2
FarRight_2-2016,Immigration,Baha Sadr,2
FarRight_2-2016,Immigration,Dorcas International Institute,2
FarRight_2-2016,Immigration,University of Houston Law Center,2
FarRight_2-2016,Immigration,Indonesian,2
FarRight_2-2016,Immigration,Singapore,2
FarRight_2-2016,Immigration,International Organization for Migration,4
FarRight_2-2016,Immigration,T-shirt,2
FarRight_2-2016,Immigration,Oxford University,4
FarRight_2-2016,Immigration,Scholar,2
FarRight_2-2016,Immigration,Anheuser-Busch,2
FarRight_2-2016,Immigration,co-founder,2
FarRight_2-2016,Immigration,Adolphus Busch,2
FarRight_2-2016,Immigration,Sirius,2
FarRight_2-2016,Immigration,Bundesbank,2
FarRight_2-2016,Immigration,Little Dragon Media,1
FarRight_2-2016,Immigration,Slovenia,1
FarRight_2-2016,Immigration,Iran,1
FarRight_2-2016,Immigration,Somalia,1
FarRight_2-2016,Immigration,Sudan,1
FarRight_2-2016,Immigration,Yemen,1
FarRight_2-2016,Immigration,Saudi,2
FarRight_2-2016,Immigration,Malaysians,3
FarRight_2-2016,Immigration,Iraqi,1
FarRight_2-2016,Immigration,Burmese,1
FarRight_2-2016,Immigration,Iranian,4
FarRight_2-2016,Immigration,Guatemalan,2
FarRight_2-2016,Immigration,Thakkar,1
FarRight_2-2016,Immigration,Keystone,1
FarRight_2-2016,Immigration,Executive,1
FarRight_2-2016,Immigration,Muslim-majority,1
FarRight_2-2016,Islamophobia,Muslim,121
FarRight_2-2016,Islamophobia,She,2
FarRight_2-2016,Islamophobia,journalist,2
FarRight_2-2016,Islamophobia,Palestinian,2
FarRight_2-2016,Islamophobia,Guard,1
FarRight_2-2016,Islamophobia,World Hijab,12
FarRight_2-2016,Islamophobia,Travis Kalanick,2
FarRight_2-2016,Islamophobia,president,5
FarRight_2-2016,Islamophobia,Trump,39
FarRight_2-2016,Islamophobia,Muslim-majority,6
FarRight_2-2016,Islamophobia,his,10
FarRight_2-2016,Islamophobia,Donald Trump,31
FarRight_2-2016,Islamophobia,majority-Muslim,8
FarRight_2-2016,Islamophobia,Islam,22
FarRight_2-2016,Islamophobia,non-Muslims,2
FarRight_2-2016,Islamophobia,non-Muslim,3
FarRight_2-2016,Islamophobia,Iran,10
FarRight_2-2016,Islamophobia,jihadi,3
FarRight_2-2016,Islamophobia,Scalia,2
FarRight_2-2016,Islamophobia,Okorocha,4
FarRight_2-2016,Islamophobia,Press Secretary,4
FarRight_2-2016,Islamophobia,Sam Onwuemeodo,4
FarRight_2-2016,Islamophobia,Governor,2
FarRight_2-2016,Islamophobia,Bannon,2
FarRight_2-2016,Islamophobia,White House,2
FarRight_2-2016,Islamophobia,muslim,2
FarRight_2-2016,Islamophobia,President,24
FarRight_2-2016,Islamophobia,governor,1
FarRight_2-2016,Islamophobia,Russia,1
FarRight_2-2016,Islamophobia,Senate,3
FarRight_2-2016,Islamophobia,Supreme Court,2
FarRight_2-2016,Islamophobia,Muslim Brotherhood,4
FarRight_2-2016,Islamophobia,Jihadi,1
FarRight_2-2016,Islamophobia,critic,1
FarRight_2-2016,Islamophobia,Muslims,32
FarRight_2-2016,Islamophobia,Pakistan Supreme Court,1
FarRight_2-2016,Islamophobia,Ahmed al-Tayeb,4
FarRight_2-2016,Islamophobia,Sunni Islam,6
FarRight_2-2016,Islamophobia,Islamic Jihad,1
FarRight_2-2016,Islamophobia,Sharia-dominated,2
FarRight_2-2016,Islamophobia,United Kingdom,1
FarRight_2-2016,Islamophobia,UK,2
FarRight_2-2016,Islamophobia,Jihadists,10
FarRight_2-2016,Islamophobia,Salafi Jihadists,2
FarRight_2-2016,Islamophobia,Islamic State,2
FarRight_2-2016,Islamophobia,Islamists,3
FarRight_2-2016,Islamophobia,lawyer,1
FarRight_2-2016,Islamophobia,Pakistani,1
FarRight_2-2016,Islamophobia,Christian,2
FarRight_2-2016,Islamophobia,her,2
FarRight_2-2016,Islamophobia,Obama,2
FarRight_2-2016,Islamophobia,Christianity,1
FarRight_2-2016,Islamophobia,Brigitte Gabriel,1
FarRight_2-2016,Islamophobia,founder,2
FarRight_2-2016,Islamophobia,America,5
FarRight_2-2016,Islamophobia,Lima-Taub,1
FarRight_2-2016,Islamophobia,BBC,1
FarRight_2-2016,Islamophobia,Gaffney,1
FarRight_2-2016,Islamophobia,Khan,1
FarRight_2-2016,Islamophobia,modern,1
FarRight_2-2016,Islamophobia,American,5
FarRight_2-2016,Islamophobia,Facebook,2
FarRight_2-2016,Islamophobia,United States,6
FarRight_2-2016,Islamophobia,Jews,2
FarRight_2-2016,Islamophobia,Myanmar,3
FarRight_2-2016,Islamophobia,New York,2
FarRight_2-2016,Islamophobia,student,7
FarRight_2-2016,Islamophobia,Turkey,5
FarRight_2-2016,Islamophobia,Senator,4
FarRight_2-2016,Islamophobia,John McCain,4
FarRight_2-2016,Islamophobia,Hindu,1
FarRight_2-2016,Islamophobia,Daily Caller News Foundation,2
FarRight_2-2016,Islamophobia,Chinese,3
FarRight_2-2016,Islamophobia,Islam Slimani,3
FarRight_2-2016,Islamophobia,Sarah Rivali,3
FarRight_2-2016,Islamophobia,Germany,1
FarRight_2-2016,Islamophobia,him,3
FarRight_2-2016,Islamophobia,he,4
FarRight_2-2016,Islamophobia,Getty,1
FarRight_2-2016,Islamophobia,NFL,1
FarRight_2-2016,Islamophobia,Roger Goodell,1
FarRight_2-2016,Islamophobia,executive,22
FarRight_2-2016,Islamophobia,Australia,1
FarRight_2-2016,Islamophobia,British,3
FarRight_2-2016,Islamophobia,CIA,1
FarRight_2-2016,Islamophobia,Rob,1
FarRight_2-2016,Islamophobia,Council on American-Islamic Relations,1
FarRight_2-2016,Islamophobia,American-Islamic Relations,1
FarRight_2-2016,Islamophobia,Michael Flynn,1
FarRight_2-2016,Islamophobia,judge,2
FarRight_2-2016,Islamophobia,Pat Elder,1
FarRight_2-2016,Islamophobia,Director,1
FarRight_2-2016,Islamophobia,National Coalition,1
FarRight_2-2016,Islamophobia,Minority Leader,1
FarRight_2-2016,Islamophobia,Chuck Schumer,1
FarRight_2-2016,Islamophobia,Muhammad,1
FarRight_2-2016,Islamophobia,Cohn,1
FarRight_2-2016,Islamophobia,Mnuchin,1
FarRight_2-2016,Islamophobia,EPA,1
FarRight_2-2016,Islamophobia,Mexican,1
FarRight_2-2016,Islamophobia,Meryl Streep,1
FarRight_2-2016,Islamophobia,New Hampshire,1
FarRight_2-2016,Islamophobia,Americans,1
FarRight_2-2016,Islamophobia,Sunni,2
FarRight_2-2016,Islamophobia,Israel,1
FarRight_2-2016,Islamophobia,US,4
FarRight_2-2016,Islamophobia,Donald J. Trump,1
FarRight_2-2016,Islamophobia,Palpatine,1
FarRight_2-2016,Islamophobia,chief strategist,1
FarRight_2-2016,Islamophobia,Steve Bannon,1
FarRight_2-2016,Islamophobia,education secretary,1
FarRight_2-2016,Islamophobia,David Schaper,2
FarRight_2-2016,Islamophobia,Kurdish,1
FarRight_2-2016,Islamophobia,Sturgeon,1
FarRight_2-2016,Islamophobia,National Council of Canadian Muslims,1
FarRight_2-2016,Islamophobia,Taner Kilic,1
FarRight_2-2016,Islamophobia,preacher,1
FarRight_2-2016,Islamophobia,Fethullah Gulen,1
FarRight_2-2016,Islamophobia,Auburn,1
FarRight_2-2016,Islamophobia,St. Mary,1
FarRight_2-2016,Islamophobia,Judge,1
FarRight_2-2016,Islamophobia,Moustafa Kheir,1
FarRight_2-2016,Islamophobia,Reuters,1
FarRight_2-2016,Islamophobia,Kyaw Soe Oo,1
FarRight_2-2016,Islamophobia,Rohingya Muslims,1
FarRight_2-2016,Islamophobia,Shia LaBeouf,2
FarRight_2-2016,Islamophobia,attorney general,3
FarRight_2-2016,Islamophobia,Eric H. Holder Jr.,2
FarRight_2-2016,Islamophobia,Uighur,1
FarRight_2-2016,Islamophobia,Taliban,2
FarRight_2-2016,Islamophobia,Asian,1
FarRight_2-2016,Islamophobia,Cup,1
FarRight_2-2016,Islamophobia,Qatar,1
FarRight_2-2016,Islamophobia,Japan,1
FarRight_2-2016,Islamophobia,Evan Vucci,1
FarRight_2-2016,Islamophobia,Rebecca Morin,1
FarRight_2-2016,Islamophobia,Congress,2
FarRight_2-2016,Islamophobia,Mary Newman,1
FarRight_2-2016,Islamophobia,U.S.-Mexico,1
FarRight_2-2016,Islamophobia,France,1
FarRight_2-2016,Islamophobia,Nations,1
FarRight_2-2016,Islamophobia,Alita,1
FarRight_2-2016,Islamophobia,Booker,1
FarRight_2-2016,Islamophobia,Jeff Sessions,1
FarRight_2-2016,Islamophobia,Alabama,1
FarRight_2-2016,Islamophobia,senator,1
FarRight_2-2016,Islamophobia,Clinton,1
FarRight_2-2016,Islamophobia,Scotland,1
FarRight_2-2016,Islamophobia,Foreign Minister,1
FarRight_2-2016,Islamophobia,Shah Mahmood Qureshi,1
FarRight_2-2016,Islamophobia,Mirwaiz Umar Farooq,1
FarRight_2-2016,Islamophobia,Osi Umenyiora,1
FarRight_2-2016,Islamophobia,Justin Tuck,1
FarRight_2-2016,Anti-semitism,Jewish,612
FarRight_2-2016,Anti-semitism,Hitler,1
FarRight_2-2016,Anti-semitism,Jews,17
FarRight_2-2016,Anti-semitism,Jewish American Affairs Committee,1
FarRight_2-2016,Anti-semitism,Indiana,1
FarRight_2-2016,Anti-semitism,European,1
FarRight_2-2016,Anti-semitism,Arab,3
FarRight_2-2016,Anti-semitism,Christians,2
FarRight_2-2016,Anti-semitism,Hispanic,2
FarRight_2-2016,Anti-semitism,anti-Semitic,2
FarRight_2-2016,Anti-semitism,U.N.-sponsored Conference on Disarmament,1
FarRight_2-2016,Anti-semitism,U.S.,47
FarRight_2-2016,Anti-semitism,U.K. Labour Party,1
FarRight_2-2016,Anti-semitism,leader,2
FarRight_2-2016,Anti-semitism,Jeremy Corbyn,1
FarRight_2-2016,Anti-semitism,Corbyn,1
FarRight_2-2016,Anti-semitism,Israelis,1
FarRight_2-2016,Anti-semitism,Olympic Games,1
FarRight_2-2016,Anti-semitism,his,3
FarRight_2-2016,Anti-semitism,Israeli,3
FarRight_2-2016,Anti-semitism,Prime Minister,1
FarRight_2-2016,Anti-semitism,Benjamin Netanyahu,1
FarRight_2-2016,Anti-semitism,he,4
FarRight_2-2016,Anti-semitism,Israel,3
FarRight_2-2016,Anti-semitism,IPF,1
FarRight_2-2016,Anti-semitism,the Jewish state,1
FarRight_2-2016,Anti-semitism,Palestinian,1
FarRight_2-2016,Anti-semitism,guard,1
FarRight_2-2016,Anti-semitism,U.S. Army,1
FarRight_2-2016,Anti-semitism,Mexico,2
FarRight_2-2016,Anti-semitism,Jew,2
FarRight_2-2016,Anti-semitism,Christianity,1
FarRight_2-2016,Anti-semitism,Twitter,2
FarRight_2-2016,Anti-semitism,President,4
FarRight_2-2016,Anti-semitism,Ayatollah,1
FarRight_2-2016,Anti-semitism,anti-American,2
FarRight_2-2016,Anti-semitism,Trump,3
FarRight_2-2016,Anti-semitism,Congresswoman,1
FarRight_2-2016,Anti-semitism,Omar,1
FarRight_2-2016,Anti-semitism,Defense Secretary,1
FarRight_2-2016,Anti-semitism,Patrick Shanahan,1
FarRight_2-2016,Anti-semitism,Donald Trump,2
FarRight_2-2016,Anti-semitism,Afghanistan,2
FarRight_2-2016,Anti-semitism,Russia,2
FarRight_2-2016,Anti-semitism,United Nations World Conference Against Racism,1
FarRight_2-2016,Anti-semitism,Fox,1
FarRight_2-2016,Anti-semitism,Mayor,1
FarRight_2-2016,Anti-semitism,Eric Garcetti,1
FarRight_2-2016,Anti-semitism,Skid Row,1
FarRight_2-2016,Anti-semitism,Taliban,2
FarRight_2-2016,Anti-semitism,US,1
FarRight_2-2016,Anti-semitism,president,1
FarRight_2-2016,Anti-semitism,warden,1
FarRight_2-2016,Anti-semitism,North Korea,1
FarRight_2-2016,Anti-semitism,scientist,1
FarRight_2-2016,Anti-semitism,Deputy,1
FarRight_2-2016,Anti-semitism,U.S. Trade,1
FarRight_2-2016,Anti-semitism,Jeffrey Gerrish,1
FarRight_2-2016,Anti-semitism,BB&T Corp.,1
FarRight_2-2016,Anti-semitism,SunTrust Banks Inc.,1
FarRight_2-2016,Anti-semitism,Michael T. Harpster,1
FarRight_2-2016,Anti-semitism,FBI,1
FarRight_2-2016,Anti-semitism,PSM,1
FarRight_2-2016,Anti-semitism,student,1
