Dataset,Topic,Entity,Frequency
FarRight_2-2016,Immigration,Americans,1
FarRight_2-2016,Immigration,European,2
FarRight_2-2016,Immigration,Merkel,1
FarRight_2-2016,Immigration,Mohammed Deif,1
FarRight_2-2016,Immigration,Lukasz Niec,1
FarRight_2-2016,Immigration,CIS,1
FarRight_2-2016,Immigration,City Councilman,1
FarRight_2-2016,Immigration,Chad Oberson,1
FarRight_2-2016,Immigration,Immigration Voice,3
FarRight_2-2016,Immigration,assistant director,3
FarRight_2-2016,Immigration,Center for Immigration Studies,3
FarRight_2-2016,Immigration,Honduras,3
FarRight_2-2016,Immigration,governor,3
FarRight_2-2016,Immigration,Chuck Schumer,1
FarRight_2-2016,Immigration,Border Wall &,1
FarRight_2-2016,Immigration,Indian,3
FarRight_2-2016,Immigration,Ocasio-Cortez,1
FarRight_2-2016,Immigration,Director,2
FarRight_2-2016,Immigration,Sarah Saldaña,2
FarRight_2-2016,Immigration,Central,2
FarRight_2-2016,Immigration,Hispanics,1
FarRight_2-2016,Immigration,Biden,1
FarRight_2-2016,Immigration,count,1
FarRight_2-2016,Immigration,Jallyn Sualog,1
FarRight_2-2016,Immigration,Health and Human Services’ Office of Refugee Resettlement,1
FarRight_2-2016,Immigration,zealots,1
FarRight_2-2016,Immigration,English,1
FarRight_2-2016,Immigration,Channel,1
FarRight_2-2016,Immigration,Fairness,2
FarRight_2-2016,Immigration,El Salvador,2
FarRight_2-2016,Immigration,Republican House,1
FarRight_2-2016,Immigration,Paul Ryan,1
FarRight_2-2016,Immigration,ADEQ,1
FarRight_2-2016,Immigration,Office of Border Environmental Protection,1
FarRight_2-2016,Immigration,McClintock,1
FarRight_2-2016,Immigration,Nevada,1
FarRight_2-2016,Immigration,Nepal,1
FarRight_2-2016,Immigration,South African,1
FarRight_2-2016,Immigration,White House,1
FarRight_2-2016,Immigration,NAFTA,2
FarRight_2-2016,Immigration,Westy Egmont,2
FarRight_2-2016,Immigration,Immigrant Integration Lab,4
FarRight_2-2016,Immigration,Boston College,2
FarRight_2-2016,Immigration,World Bank,1
FarRight_2-2016,Immigration,UAE,1
FarRight_2-2016,Immigration,Britons,1
FarRight_2-2016,Immigration,Customs,1
FarRight_2-2016,Immigration,Australia,1
FarRight_2-2016,Immigration,North,1
FarRight_2-2016,Islamophobia,India,1
FarRight_2-2016,Islamophobia,Muslims,34
FarRight_2-2016,Islamophobia,Donald Trump,1
FarRight_2-2016,Islamophobia,executive,2
FarRight_2-2016,Islamophobia,U.S.,4
FarRight_2-2016,Islamophobia,majority-Muslim,2
FarRight_2-2016,Islamophobia,American,5
FarRight_2-2016,Islamophobia,Trump,9
FarRight_2-2016,Islamophobia,Security Adviser,1
FarRight_2-2016,Islamophobia,Michael Flynn,1
FarRight_2-2016,Islamophobia,anti-Muslim,1
FarRight_2-2016,Islamophobia,Iran,3
FarRight_2-2016,Islamophobia,Sunni,4
FarRight_2-2016,Islamophobia,president,3
FarRight_2-2016,Islamophobia,predominantly Muslim,2
FarRight_2-2016,Islamophobia,he,2
FarRight_2-2016,Islamophobia,Secretary of State,1
FarRight_2-2016,Islamophobia,Madeleine Albright,1
FarRight_2-2016,Islamophobia,Muslim,57
FarRight_2-2016,Islamophobia,J.K.,1
FarRight_2-2016,Islamophobia,Ban,1
FarRight_2-2016,Islamophobia,Islam,5
FarRight_2-2016,Islamophobia,Keller,2
FarRight_2-2016,Islamophobia,America,2
FarRight_2-2016,Islamophobia,Americans,2
FarRight_2-2016,Islamophobia,Israel,2
FarRight_2-2016,Islamophobia,anti-Islam,2
FarRight_2-2016,Islamophobia,politician,2
FarRight_2-2016,Islamophobia,Pauline Hanson,2
FarRight_2-2016,Islamophobia,British,1
FarRight_2-2016,Islamophobia,France,1
FarRight_2-2016,Islamophobia,Sunni Muslim,1
FarRight_2-2016,Islamophobia,Syria,6
FarRight_2-2016,Islamophobia,journalist,1
FarRight_2-2016,Islamophobia,Turkey,1
FarRight_2-2016,Islamophobia,World Hijab,10
FarRight_2-2016,Islamophobia,Spengler,2
FarRight_2-2016,Islamophobia,Arabs,2
FarRight_2-2016,Islamophobia,her,4
FarRight_2-2016,Islamophobia,United Kingdom,1
FarRight_2-2016,Islamophobia,Jews,2
FarRight_2-2016,Islamophobia,Muslim Council of Elders,1
FarRight_2-2016,Islamophobia,Sheikh,1
FarRight_2-2016,Islamophobia,student,1
FarRight_2-2016,Islamophobia,Director,1
FarRight_2-2016,Islamophobia,Robert Spencer,1
FarRight_2-2016,Islamophobia,Ayan Hirsi Ali,1
FarRight_2-2016,Islamophobia,critic,1
FarRight_2-2016,Islamophobia,Christian,3
FarRight_2-2016,Islamophobia,Prophet,1
FarRight_2-2016,Islamophobia,Muhammad,1
FarRight_2-2016,Islamophobia,islam,1
FarRight_2-2016,Islamophobia,non-Muslims,1
FarRight_2-2016,Islamophobia,Nation of Islam,1
FarRight_2-2016,Islamophobia,leader,1
FarRight_2-2016,Islamophobia,Louis Farrakhan,1
FarRight_2-2016,Islamophobia,Pakistani,1
FarRight_2-2016,Islamophobia,jihadi,1
FarRight_2-2016,Islamophobia,US,1
FarRight_2-2016,Islamophobia,Chinese Communist Party,2
FarRight_2-2016,Islamophobia,Iraq,4
FarRight_2-2016,Islamophobia,Pope Francis,2
FarRight_2-2016,Islamophobia,Shia LaBeouf,2
FarRight_2-2016,Islamophobia,China,2
FarRight_2-2016,Islamophobia,Uighur Muslims,2
FarRight_2-2016,Islamophobia,Windsor Regional Hospital,1
FarRight_2-2016,Islamophobia,Sky News,1
FarRight_2-2016,Islamophobia,host,1
FarRight_2-2016,Islamophobia,Rita Panahi,1
FarRight_2-2016,Islamophobia,Chinese,1
FarRight_2-2016,Islamophobia,Islam Slimani,1
FarRight_2-2016,Islamophobia,President,1
FarRight_2-2016,Islamophobia,Muslim-majority,1
FarRight_2-2016,Islamophobia,Sarah Rivali,1
FarRight_2-2016,Anti-semitism,Jewish,451
FarRight_2-2016,Anti-semitism,Jews,16
FarRight_2-2016,Anti-semitism,American,1
FarRight_2-2016,Anti-semitism,Jew,5
FarRight_2-2016,Anti-semitism,"Easter Message
Catholic Online Good",1
FarRight_2-2016,Anti-semitism,Jewish-Catholic Relations,1
FarRight_2-2016,Anti-semitism,Rep.,4
FarRight_2-2016,Anti-semitism,King,1
FarRight_2-2016,Anti-semitism,Ilhan Omar,1
FarRight_2-2016,Anti-semitism,Voice for Peace,1
FarRight_2-2016,Anti-semitism,Anti-Defamation League,1
FarRight_2-2016,Anti-semitism,Michigan,1
FarRight_2-2016,Anti-semitism,Rashida Tlaib,1
FarRight_2-2016,Anti-semitism,United Nations World Conference Against Racism,1
FarRight_2-2016,Anti-semitism,anti-Semitic,2
FarRight_2-2016,Anti-semitism,anti-American,1
FarRight_2-2016,Anti-semitism,IPF,1
FarRight_2-2016,Anti-semitism,U.S.,1
FarRight_2-2016,Anti-semitism,the Jewish state,1
FarRight_2-2016,Anti-semitism,Barr,1
FarRight_2-2016,Anti-semitism,devout,1
FarRight_2-2016,Anti-semitism,Polish,3
FarRight_2-2016,Anti-semitism,Hitler,2
FarRight_2-2016,Anti-semitism,Holocaust,2
FarRight_2-2016,Anti-semitism,Poland,1
FarRight_2-2016,Anti-semitism,Israeli,1
FarRight_2-2017,Immigration,Chinese,2
FarRight_2-2017,Immigration,Maine,1
FarRight_2-2017,Immigration,Cory Booker,1
FarRight_2-2017,Immigration,White House,1
FarRight_2-2017,Immigration,Booker,1
FarRight_2-2017,Immigration,African-American,1
FarRight_2-2017,Immigration,America,1
FarRight_2-2017,Immigration,his,3
FarRight_2-2017,Immigration,Trump,1
FarRight_2-2017,Immigration,MSNBC,1
FarRight_2-2017,Immigration,EU,1
FarRight_2-2017,Immigration,DHS,1
FarRight_2-2017,Immigration,Lebanon,2
FarRight_2-2017,Immigration,Syrian,2
FarRight_2-2017,Anti-semitism,Jewish,69
FarRight_2-2017,Anti-semitism,Polish,1
FarRight_2-2017,Anti-semitism,Congress,2
FarRight_2-2017,Anti-semitism,Judeo-Christian,2
FarRight_2-2017,Anti-semitism,Theological,3
FarRight_2-2017,Anti-semitism,Partisan Army,1
FarRight_2-2017,Anti-semitism,Greenblatt,1
FarRight_2-2017,Anti-semitism,Jews,1
FarRight_2-2017,Anti-semitism,She,1
FarRight_2-2017,Anti-semitism,Americans,1
FarRight_2-2017,Anti-semitism,lawmaker,1
FarRight_2-2018,Anti-semitism,pro-Jewish,1
FarRight_2-2018,Anti-semitism,neo-Nazi,2
FarRight_2-2018,Anti-semitism,anti-Semitic trope Ungar-Sargon,1
FarRight_2-2018,Anti-semitism,politician,6
FarRight_2-2018,Anti-semitism,Jewish,3
FarRight_2-2018,Anti-semitism,Lazarow — anti-Semitic,2
FarRight_2-2018,Anti-semitism,Jews,18
FarRight_2-2018,Anti-semitism,Jew,7
FarRight_2-2018,Anti-semitism,Nirenstein,1
FarRight_2-2018,Anti-semitism,European,1
FarRight_2-2018,Anti-semitism,Advertisement Anti-Semitic,1
FarRight_2-2018,Anti-semitism,Democrat Party,2
FarRight_2-2018,Anti-semitism,Catholics,1
FarRight_2-2018,Anti-semitism,Foreign Affairs,1
FarRight_2-2018,Anti-semitism,Israel,1
FarRight_2-2018,Anti-semitism,Labour,1
FarRight_2-2018,Anti-semitism,anti-Semitic,1
FarRight_2-2018,Anti-semitism,his,1
FarRight_2-2018,Anti-semitism,Satanic,2
